Property ID 	 Property Label 	 Matching Frame 	 Score
P941	inspired by	Experiencer_subj	0.5923421988932813
P941	inspired by	Idiosyncrasy	0.5780871896245787
P941	inspired by	Subjective_influence	0.5756502424930794
P941	inspired by	Mental_property	0.5470593667936274
P941	inspired by	Desiring	0.5419116919766167
P941	inspired by	Distinctiveness	0.5309254710419045
P941	inspired by	Expertise	0.5284948583698313
P941	inspired by	Talking_into	0.5223671504961512
P941	inspired by	Subject_stimulus	0.5199875273596782
P941	inspired by	Linguistic_meaning	0.5199052252420501
P1346	winner	Finish_competition	0.6692159359156752
P1346	winner	Ordinal_numbers	0.3726494624602542
P1346	winner	Competition	0.36091238684744986
P1346	winner	Lose_possession	0.3305271194222119
P1346	winner	Behind_the_scenes	0.3282982385061869
P1346	winner	Participation	0.3251504024900797
P1346	winner	Performers	0.32403290117591366
P1346	winner	Part_whole	0.3216847857079016
P1346	winner	Performing_arts	0.3126643206460492
P1346	winner	Clarity_of_resolution	0.31047824043451216
P1104	number of pages	Quantity	0.7169039440485816
P1104	number of pages	Aggregate	0.6228991097199236
P1104	number of pages	Abundance	0.5302506944635216
P1104	number of pages	Cardinal_numbers	0.5178132216078909
P1104	number of pages	Mass_motion	0.5054496234949796
P1104	number of pages	Proliferating_in_number	0.4776566605273808
P1104	number of pages	Adding_up	0.46609609676097896
P1104	number of pages	Reading	0.46526454797200595
P1104	number of pages	Scarcity	0.44154296253748476
P1104	number of pages	Abounding_with	0.4380290388032985
P828	has cause	Causation	0.743595082842147
P828	has cause	Cause_to_start	0.6544505269207284
P828	has cause	Explaining_the_facts	0.6093034181932082
P828	has cause	Obviousness	0.6090756490644872
P828	has cause	Sign	0.6014021594748882
P828	has cause	Rashness	0.5947771195045939
P828	has cause	Health_response	0.5923536996858442
P828	has cause	Subjective_influence	0.5882995568379109
P828	has cause	Objective_influence	0.5773869248762818
P828	has cause	Omen	0.5736331521005955
P1344	participant of	Participation	0.4955256904947713
P1344	participant of	Performers_and_roles	0.4788660354978152
P1344	participant of	Post_giving	0.45559801439696374
P1344	participant of	Bragging	0.45178832799106317
P1344	participant of	Pre_giving	0.4498435067309097
P1344	participant of	Agree_or_refuse_to_act	0.44803316910159774
P1344	participant of	Part_piece	0.44217635262754706
P1344	participant of	Performers	0.4420521324939811
P1344	participant of	First_rank	0.4410814689051233
P1344	participant of	Suspicion	0.43966292209116425
P1345	number of victims	Aggregate	0.5967708620641394
P1345	number of victims	Quantity	0.5841680810624558
P1345	number of victims	People_by_morality	0.4990478284181474
P1345	number of victims	Clemency	0.44678967817277304
P1345	number of victims	Abusing	0.4458048551846087
P1345	number of victims	Mass_motion	0.44575223518439805
P1345	number of victims	Rape	0.44332483764620817
P1345	number of victims	Committing_crime	0.44308073681733645
P1345	number of victims	Morality_evaluation	0.4337232511825165
P1345	number of victims	People_by_jurisdiction	0.42647804504621994
P1100	number of cylinders	Quantity	0.5666495884328139
P1100	number of cylinders	Aggregate	0.5427644527203157
P1100	number of cylinders	Gizmo	0.50573595077718
P1100	number of cylinders	Fluidic_motion	0.4571913162861219
P1100	number of cylinders	Connectors	0.4490133540330009
P1100	number of cylinders	Abundance	0.44844667677282934
P1100	number of cylinders	Cause_fluidic_motion	0.44797790853185254
P1100	number of cylinders	Process	0.44071357208483053
P1100	number of cylinders	Filling	0.4404210323204917
P1100	number of cylinders	Mass_motion	0.4385190827102118
P1342	number of members	Aggregate	0.5997595149604055
P1342	number of members	Quantity	0.5624090319470707
P1342	number of members	Adding_up	0.49195147685839113
P1342	number of members	Mass_motion	0.48773215473054976
P1342	number of members	Scarcity	0.4784235957894736
P1342	number of members	Increment	0.4770786645337056
P1342	number of members	Amounting_to	0.46563485130604504
P1342	number of members	Dimension	0.46272682556764677
P1342	number of members	Unemployment_rate	0.45006602339220636
P1342	number of members	Measure_volume	0.445670791115655
P1340	eye color	Observable_bodyparts	0.765052444607315
P1340	eye color	Body_mark	0.6208496809278965
P1340	eye color	Shaped_part	0.5883572304088088
P1340	eye color	Light_movement	0.5832002512283052
P1340	eye color	Clothing_parts	0.5795273883636501
P1340	eye color	Color	0.574515669592276
P1340	eye color	Body_decoration	0.5675528926046789
P1340	eye color	Location_of_light	0.5656809232088577
P1340	eye color	Accoutrements	0.559574192685604
P1340	eye color	Hair_configuration	0.5578854643726735
P272	production company	Behind_the_scenes	0.6717307435756588
P272	production company	Performing_arts	0.5889367837877808
P272	production company	Buildings	0.5575497398420038
P272	production company	Building_subparts	0.548008483200345
P272	production company	Text	0.5328005256327134
P272	production company	Physical_artworks	0.5162386249260248
P272	production company	Aggregate	0.5072774710854052
P272	production company	Locale_by_use	0.470272916591857
P272	production company	Architectural_part	0.463357339860397
P272	production company	Part_ordered_segments	0.4570461440713235
P137	operator	Renting	0.5918040425689303
P137	operator	Employing	0.5614245472959423
P137	operator	Operating_a_system	0.5539188219116462
P137	operator	Commerce_scenario	0.5514357249171051
P137	operator	Using	0.5407401789077646
P137	operator	Renting_out	0.5305906315241541
P137	operator	People_by_vocation	0.5296821183686377
P137	operator	Commerce_sell	0.5277413573497463
P137	operator	Commerce_money-transfer	0.5165565554116887
P137	operator	Commercial_transaction	0.5110675211568161
P931	place served by airport	Locale_by_use	0.6552820162343209
P931	place served by airport	Political_locales	0.5849277009213624
P931	place served by airport	Residence	0.5677448967905456
P931	place served by airport	Isolated_places	0.5611392189163757
