Property ID 	 Property Label 	 Matching Frame 	 Score
P941	inspired by	Subjective_influence	0.5524432448982388
P941	inspired by	Experiencer_subj	0.5256434674174532
P941	inspired by	Emotion_directed	0.4892953355412766
P941	inspired by	Desiring	0.46018751473299907
P941	inspired by	Subject_stimulus	0.4586598252932923
P941	inspired by	Omen	0.44907683006361254
P941	inspired by	Talking_into	0.44885234922389683
P941	inspired by	Cause_to_start	0.44776818629108184
P941	inspired by	Idiosyncrasy	0.44203940410098824
P941	inspired by	Experiencer_obj	0.43544853084575713
P1346	winner	Finish_competition	0.6679631158797981
P1346	winner	Ordinal_numbers	0.382041531102279
P1346	winner	Competition	0.3670789551924865
P1346	winner	Participation	0.3324542846625462
P1346	winner	Lose_possession	0.3225974442772597
P1346	winner	Part_whole	0.3189459861621358
P1346	winner	Process_completed_state	0.3137657555413237
P1346	winner	Behind_the_scenes	0.30483376627229414
P1346	winner	Performers	0.30024830157311067
P1346	winner	Clarity_of_resolution	0.29871825520172923
P1104	number of pages	Reading	0.5084486612901956
P1104	number of pages	Quantity	0.49358701553437445
P1104	number of pages	Summarizing	0.4835197000924569
P1104	number of pages	Network	0.47638512318801596
P1104	number of pages	Attributed_information	0.4455286459350668
P1104	number of pages	Text_creation	0.44071777008897633
P1104	number of pages	Adding_up	0.42927991990451697
P1104	number of pages	Mental_activity	0.4218391855834093
P1104	number of pages	Translating	0.41845712792016576
P1104	number of pages	Religious_belief	0.41649335009240157
P828	has cause	Causation	0.6706491338115422
P828	has cause	Cause_to_start	0.5873150694474492
P828	has cause	Explaining_the_facts	0.5871984055545887
P828	has cause	Relative_time	0.5656503178970369
P828	has cause	Response	0.5482810744005674
P828	has cause	Sign	0.5466192387946638
P828	has cause	Rashness	0.5409032706916294
P828	has cause	Health_response	0.5324287739920949
P828	has cause	Duration	0.5213392261270996
P828	has cause	Obviousness	0.518771042452996
P1344	participant of	Participation	0.5223702428934264
P1344	participant of	Create_physical_artwork	0.44025619275918054
P1344	participant of	Activity_start	0.438613836833688
P1344	participant of	Time_vector	0.4203096575135973
P1344	participant of	Pre_giving	0.41632565686901807
P1344	participant of	Taking	0.4137258593815225
P1344	participant of	Performers_and_roles	0.40862179149893296
P1344	participant of	Have_as_requirement	0.4077356591940772
P1344	participant of	Suspicion	0.4054710295664867
P1344	participant of	Membership	0.40515574115464054
P1345	number of victims	Abusing	0.5105054125280988
P1345	number of victims	Undergoing	0.5026377028958318
P1345	number of victims	Rape	0.47048819482553006
P1345	number of victims	Committing_crime	0.45432402033698616
P1345	number of victims	Clemency	0.44945536677958514
P1345	number of victims	Robbery	0.4372542787999383
P1345	number of victims	Suspicion	0.43062627035470424
P1345	number of victims	Criminal_process	0.4275567749860547
P1345	number of victims	Dead_or_alive	0.42138175550228874
P1345	number of victims	Reparation	0.41813272940626695
P1100	number of cylinders	Gizmo	0.5168877718757203
P1100	number of cylinders	Process	0.5105518783602291
P1100	number of cylinders	Fastener	0.5017282887405936
P1100	number of cylinders	Connectors	0.4561104235748235
P1100	number of cylinders	Cause_fluidic_motion	0.44558181892612037
P1100	number of cylinders	Electricity	0.4261349497389687
P1100	number of cylinders	Substance	0.4232844518193255
P1100	number of cylinders	Containers	0.42112739134023613
P1100	number of cylinders	Medical_instruments	0.41745119316518486
P1100	number of cylinders	Clothing_parts	0.41539451881838124
P1342	number of members	Membership	0.5482574823121591
P1342	number of members	Aggregate	0.4790432866308555
P1342	number of members	Amounting_to	0.4613142010927723
P1342	number of members	Quantity	0.43200431427966124
P1342	number of members	Adding_up	0.4279237427191273
P1342	number of members	Increment	0.41994178070891763
P1342	number of members	People_along_political_spectrum	0.4121946312641433
P1342	number of members	Gathering_up	0.4116025595374012
P1342	number of members	Organization	0.4043075562331395
P1342	number of members	Unemployment_rate	0.4033847637459402
P1340	eye color	Color	0.6591020805435329
P1340	eye color	Light_movement	0.605741925657526
P1340	eye color	Location_of_light	0.6039695290810617
P1340	eye color	Body_decoration	0.5289414413339495
P1340	eye color	Hair_configuration	0.49907476035781734
P1340	eye color	Adorning	0.47303075972803454
P1340	eye color	Observable_bodyparts	0.4673805835206551
P1340	eye color	Distinctiveness	0.4661609239921559
P1340	eye color	Perception_active	0.4650559896285945
P1340	eye color	Accoutrements	0.4648287314995307
P272	production company	Behind_the_scenes	0.6768218843245165
P272	production company	Performing_arts	0.5908148792730711
P272	production company	Text	0.534519205613618
P272	production company	Physical_artworks	0.49894327161234897
P272	production company	Performers	0.47802027080734844
P272	production company	Performers_and_roles	0.4411897648735928
P272	production company	Part_ordered_segments	0.4110820215279745
P272	production company	Create_representation	0.4005938311177295
P272	production company	Practice	0.40010819216988286
P272	production company	Aggregate	0.3928462482868774
P137	operator	Operating_a_system	0.5899422684348045
P137	operator	Using	0.5702633040400346
P137	operator	Employing	0.5574614723343327
P137	operator	Public_services	0.5440693328740569
P137	operator	Locale_by_use	0.543839787130491
P137	operator	Renting	0.5421640556624879
P137	operator	Commerce_scenario	0.5157081428428175
P137	operator	Being_operational	0.5137985868506473
P137	operator	Businesses	0.5015203748762409
P137	operator	Change_operational_state	0.4959249798535214
P931	place served by airport	Locale_by_use	0.613733079720199
P931	place served by airport	Political_locales	0.5762179985685614
P931	place served by airport	Roadways	0.47219571421401507
P931	place served by airport	Buildings	0.4703615426208269
P931	place served by airport	Locale	0.46224094074121236
P931	place served by airport	Board_vehicle	0.45801004573411574
P931	place served by airport	Isolated_places	0.43831526885502287
P931	place served by airport	Ride_vehicle	0.43639504722746647
P931	place served by airport	Measure_area	0.4348920077552465
P931	place served by airport	Residence	0.4258147467917409
P138	named after	Word_relations	0.6841538861230305
P138	named after	Being_named	0.6420091559872336
P138	named after	Linguistic_meaning	0.5893121477923461
P138	named after	Name_conferral	0.5849980075006991
P138	named after	Namesake	0.5585510474060303
P138	named after	Achieving_first	0.5437710649556786
P138	named after	Proper_reference	0.5101142214746353
P138	named after	Spelling_and_pronouncing	0.5095687489455845
P138	named after	People_by_origin	0.5094444424911643
P138	named after	People_by_morality	0.5035369113414004
P495	country of origin	Indigenous_origin	0.7214553738933082
P495	country of origin	People_by_origin	0.4958649040419213
P495	country of origin	Political_locales	0.48483558504162766
P495	country of origin	Foreign_or_domestic_country	0.46221676440550663
P495	country of origin	Isolated_places	0.451002120645378
P495	country of origin	Origin	0.44929648294348074
P495	country of origin	Locale	0.4471839462266912
P495	country of origin	People_by_jurisdiction	0.44393006060718315
P495	country of origin	Actually_occurring_entity	0.4421750442719734
P495	country of origin	People_by_religion	0.44011367970309984
P1339	number of injured	Experience_bodily_harm	0.6321274872019679
P1339	number of injured	Medical_conditions	0.5602471557807084
P1339	number of injured	Undergoing	0.47675221300679743
P1339	number of injured	Cause_harm	0.4585937255517084
P1339	number of injured	Recovery	0.44830574445646165
P1339	number of injured	Perception_body	0.42104502730943355
P1339	number of injured	Observable_bodyparts	0.4143944668200793
P1339	number of injured	Attack	0.4133905283846873
P1339	number of injured	Body_mark	0.4034977091113904
P1339	number of injured	Damaging	0.38035140641867615
P140	religion	People_by_religion	0.7284963498761984
P140	religion	Rite	0.5766059920222828
P140	religion	People_along_political_spectrum	0.5632965999656
P140	religion	Religious_belief	0.5575682788988879
P140	religion	Strictness	0.5395597163749056
P140	religion	Proper_reference	0.5194330882305996
P140	religion	Morality_evaluation	0.5159306672537213
P140	religion	Institutions	0.5073778109907442
P140	religion	People_by_jurisdiction	0.5042591453948599
P140	religion	People_by_morality	0.5007337974624634
P169	chief executive officer	People_by_vocation	0.5741349434062903
P169	chief executive officer	Leadership	0.5538105658587134
P169	chief executive officer	Medical_professionals	0.37362771142458606
P169	chief executive officer	Subordinates_and_Superiors	0.3632196435651042
P169	chief executive officer	First_rank	0.358323450580255
P169	chief executive officer	Education_teaching	0.3457532682995896
P169	chief executive officer	Quitting	0.3453238064710789
P169	chief executive officer	Employing	0.34223433946427745
P169	chief executive officer	Notification_of_charges	0.31108807422164236
P169	chief executive officer	Public_services	0.29728195583201705
P286	head coach	Organization	0.5168820808009884
P286	head coach	Education_teaching	0.4083476374695383
P286	head coach	First_rank	0.38323038449641356
P286	head coach	People_by_vocation	0.37637202111451074
P286	head coach	Expertise	0.3661114786829012
P286	head coach	Performers_and_roles	0.36512322885304543
P286	head coach	Leadership	0.3620572959406453
P286	head coach	Defend	0.35951431226096703
P286	head coach	Activity_done_state	0.35734744146445324
P286	head coach	Participation	0.3494588474730048
P607	conflict	Hostile_encounter	0.8331918593251736
P607	conflict	Quarreling	0.622485847618161
P607	conflict	Fighting_activity	0.5997981193483144
P607	conflict	Attack	0.4364690993589742
P607	conflict	Change_of_leadership	0.4140816923229624
P607	conflict	Compatibility	0.398241337416103
P607	conflict	Point_of_dispute	0.3961841380075605
P607	conflict	Killing	0.38537521867971863
P607	conflict	Military	0.38438731763568706
P607	conflict	Discussion	0.37978023993083093
P1444	journey destination	Travel	0.865843250874367
P1444	journey destination	Setting_out	0.6188814154370095
P1444	journey destination	Ride_vehicle	0.6140639659623106
P1444	journey destination	Board_vehicle	0.5442417219742973
P1444	journey destination	Arriving	0.5208636976027915
P1444	journey destination	Bringing	0.5078842023421906
P1444	journey destination	Traversing	0.5051845859898358
P1444	journey destination	Path_travelled	0.4988861704235486
P1444	journey destination	Disembarking	0.4861303626902102
P1444	journey destination	Operate_vehicle	0.4754169188091091
P175	performer	Noise_makers	0.5434472029061185
P175	performer	People_by_vocation	0.4910058864729199
P175	performer	Behind_the_scenes	0.48479689227885087
P175	performer	Performers	0.4808619353357188
P175	performer	Performing_arts	0.4321990407620025
P175	performer	Text	0.4119617558436159
P175	performer	Body_description_part	0.3784476790266282
P175	performer	People_by_origin	0.3737217145788751
P175	performer	Personal_relationship	0.3726544497366013
P175	performer	Sociability	0.37118059010022164
P170	creator	People_by_vocation	0.5575765613569201
P170	creator	Physical_artworks	0.5549989604776406
P170	creator	Create_physical_artwork	0.5291755406888925
P170	creator	Create_representation	0.5254681171027139
